,FC,FC,FC,FC,FC,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR,p-value_FDR
Tissue,CSF,CTX,CTX,SPC,SPC,CSF,CTX,CTX,SPC,SPC,sum_significant
Fraction,CSF,insoluble,soluble,insoluble,soluble,CSF,insoluble,soluble,insoluble,soluble,
Leading_Gene,,,,,,,,,,,
RALGAPA1,,,-0.247719744497941,,,,,0.462286633953046,,,0
RALGAPB,,,-0.0969378215699271,,,,,0.496686230508181,,,0
RALY,,0.256226224922361,-0.0497500409354192,0.0270994253661254,0.239791907071163,,0.572060292502536,0.810630910898545,0.922646263672619,0.601638847285036,0
RAN,,-0.121897931672707,-0.059203846994368,0.286182499519915,-0.0454012659677145,,0.818050422085317,0.697616836764022,0.162339031168316,0.658391049612056,0
RANB9,,,,,-0.388678029946953,,,,,0.58000348970245,0
RANBP1,,0.0998709110286608,-0.0813292026712856,0.0305348421467675,,,0.830806153565755,0.658842860812283,0.888035454923276,,0
RANBP2,,,0.0320663355144147,,,,,0.965474029980155,,,0
RANBP6,,,-0.303995571746776,,,,,0.125939555392208,,,0
RANBP9,,,-0.145613082334773,,,,,0.707459551673497,,,0
RANG,,,,,-0.123278197224677,,,,,0.494430135354903,0
RANGAP1,,,-0.0819833265400534,,,,,0.742660561433659,,,0
RAP1A,,0.205768924629006,0.109905462691725,0.609371093398808,0.0369168297042954,,0.705893509907072,0.546387463718318,0.0484467436064613,0.868163488579233,1
RAP1B,,,0.357463493848148,,0.18266998663936,,,0.522616980165433,,0.718386260914832,0
RAP1GAP,,-0.142210145260279,-0.0534178743571732,,,,0.791954408803169,0.70252045465536,,,0
RAP1GAP2,,,0.00497339998070497,,,,,0.987328889447353,,,0
RAP1GDS1,,-0.328794458847577,-0.292714902213948,-0.157554028938694,,,0.677443610704883,0.235067545358401,0.687965577886559,,0
RAP2A,,-0.0847485931952117,-0.0985709427314398,0.259204619052383,-0.196880969316512,,0.88131223656302,0.681616702089609,0.32065489963306,0.74811264574349,0
RAP2B,,,-0.0828185103057651,,0.0730762202204462,,,0.879336507703597,,0.718386260914832,0
RAP2C,,,-0.413472985815573,,0.135125399746087,,,0.443195936639248,,0.804191693973016,0
RAPGEF2,,-0.08729701675412,-0.291502559889536,,,,0.864943466168689,0.345260263524672,,,0
RAPGEF4,,0.040631500583334,0.0941068298888301,,,,0.966681834141769,0.843500259938115,,,0
RAPH1,,,0.206376725304449,,-0.195602700609405,,,0.772401791968742,,0.67424198714641,0
RARRES2,0.0747869505731842,,,,,0.9962090509916655,,,,,0
RARS1,,-0.243790845888172,-0.160312874215943,-0.469996517583022,,,0.662063382415778,0.371301134895882,0.409325179540638,,0
RASA1,,,-0.312471746465951,,-0.149424812022285,,,0.513443254899199,,0.826455827092263,0
RASA2,,,-0.013521340863245,,-0.0471165172644261,,,0.96762771856146,,0.940141432243163,0
RASA3,,,-0.309454065568792,,-0.0108843892870639,,,0.454309532063086,,0.96574798884474,0
RASA4,,,-0.310126028593722,,,,,0.496514243444208,,,0
RASAL2,,-0.0126324581755728,0.205839696145453,,,,0.994668074708022,0.497799769057807,,,0
RASF2,,,,,0.58593645604888,,,,,0.166414202211741,0
RASGRF1,,,-0.124174662957811,,,,,0.775504520591419,,,0
RASGRF2,,,0.13694667387352,,,,,0.668688008427981,,,0
RASGRP2,,,0.00500939833088582,,,,,0.980715019189533,,,0
RASL2,,,,,-0.0886207342572371,,,,,0.877005428405924,0
RASM,,,,,0.226760468186356,,,,,0.884083683300205,0
RASSF2,,,-0.0415637750273374,,,,,0.910380974350494,,,0
RB11B,,,,,-0.0809904315764231,,,,,0.805487064330513,0
RB1CC1,,,0.00751942806896519,,,,,0.987248320934852,,,0
RB22A,,,,,-0.0973079894265499,,,,,0.811644097669379,0
RB33B,,,,,-0.00642148529388664,,,,,0.98528280431518,0
RB39B,,,,,0.0531935796020964,,,,,0.759918080525956,0
RB3GP,,,,,-0.0543828040937963,,,,,0.854343651697813,0
RB6I2,,,,,-0.162950230612946,,,,,0.759270853140429,0
RBBP4,,,0.0197179016308296,,0.0828410996973323,,,0.913903301756156,,0.679304052953771,0
RBBP7,,,0.0616886411737292,,0.0261636355733386,,,0.798988398190758,,0.931467356385182,0
RBCC1,,,,,0.248532317815149,,,,,0.668188926195574,0
RBFOX1,,0.646225265579086,0.0774741607109147,,,,0.204814136828611,0.866511641022657,,,0
RBGP1,,,,,0.000378078389159736,,,,,0.999545073137017,0
RBGPR,,,,,0.15023295211036,,,,,0.538396064724849,0
RBM14,,-0.207518028530702,-0.0266627670484141,-0.0942739552847762,-0.186951493055977,,0.726223045779288,0.955685577448304,0.767790622597334,0.607213946818468,0
RBM3,,,0.104065809412413,,0.696400701175371,,,0.922023874494296,,0.357948649142824,0
RBM39,,0.150333012438398,-0.128885561767515,-0.117791366707043,0.26480352894923,,0.881358411595617,0.646896119742184,0.834527010266291,0.0114541353080887,1
RBM4,,-0.057996599689873,0.268283233638708,-0.100665534572936,0.134706770907722,,0.966681834141769,0.696112101632716,0.695033953975641,0.783155385424844,0
RBM8A,,,-0.0242218550537133,,0.29298441291188,,,0.934051537291275,,0.413808482724831,0
RBNS5,,,,,0.222673156962784,,,,,0.685573969315978,0
RBP1,-0.0514891673357063,0.0282851253357035,0.0544108840235748,-0.0892437115403301,,0.9962090509916655,0.98453804779199,0.920632198346378,0.834608492715694,,0
RBP2,,,,,0.0778761770066777,,,,,0.79905074999141,0
RBP3,-0.072427076167731,,,,,0.9962090509916655,,,,,0
RBP4,0.0043937615870532,,,,,0.9962090509916655,,,,,0
RBP56,,,,,0.143705380170111,,,,,0.494430135354903,0
RBSN,,,-0.27380944428805,,,,,0.368110190183959,,,0
RBX1,,,0.184962394720846,,-0.151843247943577,,,0.803110575304296,,0.849295323468906,0
RBX2,,,,,0.00595559562947023,,,,,0.98528280431518,0
RCAN1,,,-0.150084130885024,,-0.143342393084258,,,0.732574924544815,,0.831895700762687,0
RCN1,0.0142633786670352,,0.0363573748193843,,0.225572424521847,0.9962090509916655,,0.941193822391447,,0.414646467866984,0
RCN2,-0.0724167588985338,,0.158162651095846,,-0.0233288825608934,0.823813768165942,,0.676725757457937,,0.971808170943911,0
RD23B,,,,,0.0800497226126959,,,,,0.82273874816823,0
RDH10,,,-0.331656259356104,,0.014975873130095,,,0.671565814235462,,0.971463783287766,0
RDH11,,-0.171096302680943,-0.173036556129826,-0.0294546513790274,-0.0938871119730033,,0.763994332615529,0.300339511499474,0.891432727197773,0.713053134145423,0
RDH13,,,-0.111494987010228,,-0.171479628427571,,,0.694121876509948,,0.635535627917213,0
RDH14,,,-0.0879218803681936,,-0.0367740306547242,,,0.600516360919167,,0.833641115624617,0
RDX,,,0.404625401094306,,,,,0.476276477935986,,,0
RECK,-0.0893469307993247,,,,,0.985271685401538,,,,,0
REG1A,-0.0408153559299222,,,,,0.9962090509916655,,,,,0
RELCH,,-0.00583349758034457,-0.103414578232687,,0.0523715195775198,,0.998589987665774,0.647858487279521,,0.921636761136994,0
RELN,0.0133336851017383,,,,,0.9962090509916655,,,,,0
RELT,0.0273479773448067,,,,,0.9962090509916655,,,,,0
RENT1,,,,,0.178753477293419,,,,,0.175282747469517,0
RER1,,,0.14295899721449,,0.0856818464013838,,,0.80909397859545,,0.823773668658492,0
RET1,,,,,-0.0193574871675789,,,,,0.961823981840594,0
RFA1,,,,,-0.0349482102152709,,,,,0.981738161231808,0
RFA2,,,,,-0.129422214166345,,,,,0.783155385424844,0
RFA3,,,,,-0.0183436023009785,,,,,0.953101708247644,0
RFIP2,,,,,-0.555424424329139,,,,,0.444306521696361,0
RFIP5,,,,,-0.0844620873195475,,,,,0.759053566901043,0
RFK,,,-0.185525812669338,,,,,0.730694967095373,,,0
RFNG,0.292086097673014,,,,,0.04011296483793362,,,,,1
RFOX1,,,,,0.643244038400427,,,,,0.455062325658473,0
RFTN1,,,0.0786088742133191,,0.223517425408637,,,0.830187849527223,,0.709688795076845,0
RGL2,,,0.0663038110910832,,0.209383391371489,,,0.704298346148697,,0.142758562985736,0
RGMA,0.0454114646770094,,,,,0.9962090509916655,,,,,0
RGMB,-0.0554660998823913,,,,,0.9962090509916655,,,,,0
RGN,-0.161328082860903,,,,,0.8146982875998932,,,,,0
RGPA1,,,,,-0.434800900508768,,,,,0.364862512776543,0
RGRF1,,,,,-0.212155461765735,,,,,0.80358798666999,0
RGRF2,,,,,-0.174112257767654,,,,,0.711861202276772,0
RGS14,,,-0.0226360681307096,,-0.983551529185754,,,0.96762771856146,,,0
RGS20,,,-0.334108935331784,,-0.0519266907873229,,,0.648974939057981,,0.933960576570559,0
RGS6,,,-0.210330977038001,,-0.0248022536349307,,,0.577396063444382,,0.96579487612635,0
RGS7,,-0.143492782459896,0.00848300307387517,,-0.307661625468637,,0.771927847606923,0.980715019189533,,0.204654053269672,0
RGS7BP,,,0.0855429339573395,,,,,0.876575666766215,,,0
RHEB,,-0.313851661181748,-0.118070042296403,-0.179846606545376,0.28738270234121,,0.607690479726876,0.697797313260435,0.556630843746221,0.226686315173307,0
RHG01,,,,,0.0863568828018537,,,,,0.642375754369585,0
RHG05,,,,,0.141613967512592,,,,,0.590538440857991,0
RHG12,,,,,-0.0638773171347438,,,,,0.931171757675167,0
RHG17,,,,,0.268055662308505,,,,,0.288999980929141,0
RHG21,,,,,-0.0950047784779779,,,,,0.861031841856395,0
RHG23,,,,,-0.002294759156524,,,,,0.993278978757846,0
RHG26,,,,,0.0732379497176379,,,,,0.884083683300205,0
RHG32,,,,,0.00396856653663091,,,,,0.999068891401113,0
RHG35,,,,,-0.118033679990266,,,,,0.679007872796304,0
RHG39,,,,,0.303761679433807,,,,,0.523406876340571,0
RHG44,,,,,-0.157098736707578,,,,,0.371957833335776,0
RHOA,,,0.00146500865801824,,0.0166058949767522,,,0.993858910769162,,0.962864982732712,0
RHOB,,0.32045271676238,0.355209224662964,0.372035326804709,0.143099521802207,,0.501246166635644,0.355041052029277,0.120855304268092,0.799259979548267,0
RHOC,,,0.0396413551692485,,-0.0195262883757339,,,0.966263864172868,,0.957477245298133,0
RHOG,,0.185959903068849,-0.0493606365615685,0.222997858578828,-0.0418132741437878,,0.747483069506444,0.843500259938115,0.133624557908493,0.861031841856395,0
RHOQ,,,-0.139264404345274,,-0.187791120075481,,,0.843500259938115,,0.76860293834239,0
RHOT1,,0.0636246528866587,-0.125872325106685,,,,0.966681834141769,0.567343889036964,,,0
RHOT2,,,0.307856346438121,,,,,0.532043487620776,,,0
RIC8A,,0.0559879307768657,-0.116656290142904,-0.570916260924919,0.173188442080754,,0.936687651033452,0.550565578521971,,0.536104776625174,0
RICTOR,,,-0.0745544993774145,,,,,0.882679372620188,,,0
RICTR,,,,,-0.0792052701608856,,,,,0.926587324070735,0
RIDA,-0.0055091182390842,,0.521173271855389,,-0.374886360472145,0.9962090509916655,,0.547456815692458,,0.71720216063106,0
RIFK,,,,,-0.159819537534954,,,,,0.691626406781586,0
RIMBP2,,,0.0237241804840574,,,,,0.95150789134656,,,0
RIMS1,,,0.0589755593102926,,0.435477303743504,,,0.900692606241268,,0.545677282305689,0
RIMS3,,-0.193111363104511,0.0136479998013518,,0.171228783986624,,0.621714953773661,0.978398583795887,,0.908117963892019,0
RIN1,,,-0.240779396324505,,-0.248642708125277,,,0.522616980165433,,0.590204087785313,0
RINI,,,,,0.0252872132029853,,,,,0.865253952779789,0
RIPOR1,,,-0.243797173313991,,,,,0.261323319228746,,,0
RIPR1,,,,,-0.166307837753843,,,,,0.545677282305689,0
RIR2B,,,,,0.103917875113229,,,,,0.745147072136158,0
RIT1,,,-0.0770633077277962,,0.212538606744482,,,0.944854928423962,,0.518368898938061,0
RIT2,,,-0.115007201076814,,-0.129368815223811,,,0.625783084784102,,0.692742959820873,0
RL10,,,,,0.093920387744861,,,,,0.600020429814405,0
RL10A,,,,,0.223785223624299,,,,,0.118159669721986,0
RL11,,,,,0.247191274249965,,,,,0.616223700716773,0
RL12,,,,,0.020017761308276,,,,,0.961823981840594,0
RL13,,,,,0.264772069360738,,,,,0.165574992593075,0
RL14,,,,,-0.106786968870648,,,,,0.79905074999141,0
RL15,,,,,-0.109187164304712,,,,,0.825139022347991,0
RL17,,,,,0.0789558641100394,,,,,0.428911191303463,0
RL18,,,,,0.149600812399686,,,,,0.413808482724831,0
RL18A,,,,,0.139165565213665,,,,,0.79905074999141,0
RL19,,,,,0.0608992162303823,,,,,0.826455827092263,0
RL1D1,,,,,0.309322147502117,,,,,0.624889591795822,0
RL21,,,,,0.0254403151330547,,,,,0.954126964171983,0
RL23,,,,,0.108974344506005,,,,,0.673656402767184,0
RL23A,,,,,0.248298337665043,,,,,0.554005389277978,0
RL24,,,,,0.228207132630883,,,,,0.451543552263187,0
RL26L,,,,,-0.343856547750578,,,,,0.715264450017767,0
RL27,,,,,0.103376522119828,,,,,0.693232630395397,0
RL27A,,,,,0.244378590436732,,,,,0.102216500368802,0
RL28,,,,,0.0884463106500501,,,,,0.489794789523032,0
RL3,,,,,0.0864878070154288,,,,,0.742389061797561,0
RL30,,,,,0.192502275477893,,,,,0.37640230480602,0
RL32,,,,,0.307095125032953,,,,,0.153649160681381,0
RL35,,,,,0.227672645786929,,,,,0.556223175558495,0
RL38,,,,,0.0980511668102513,,,,,0.671738063316832,0
RL4,,,,,0.155849872533545,,,,,0.208380418491316,0
RL5,,,,,0.14830886037933,,,,,0.58950543458875,0
RL6,,,,,0.171805813529811,,,,,0.237103673128992,0
RL7,,,,,0.145620913590169,,,,,0.357159327388817,0
RL7A,,,,,0.16002420341736,,,,,0.444306521696361,0
RL7L,,,,,0.60342798589544,,,,,0.221385441807263,0
RL8,,,,,0.201320222140479,,,,,0.226686315173307,0
RL9,,,,,0.0109802162721561,,,,,0.98528280431518,0
RLA0,,,,,0.110812499029312,,,,,0.74811264574349,0
RLA1,,,,,0.310902245541968,,,,,0.391395829821365,0
RLA2,,,,,0.362964702739721,,,,,0.118159669721986,0
RLBP1,,,-0.31980181958759,,0.489297677243281,,,0.35140564899456,,0.270532281328376,0
RLGPB,,,,,-0.0998233673290609,,,,,0.673656402767184,0
RM12,,,,,-0.0162001553897595,,,,,0.975671484997715,0
RM15,,,,,0.0827626634624776,,,,,0.812069198826305,0
RM37,,,,,-0.109147227400225,,,,,0.884083683300205,0
RM44,,,,,0.00354311415873276,,,,,0.996098665730938,0
RM45,,,,,0.248371565139236,,,,,0.615366745068725,0
RM53,,,,,-0.136163784122307,,,,,0.691626406781586,0
RMD3,,,,,0.106170313250706,,,,,0.692742959820873,0
RMDN3,,,-0.0313335422640208,,,,,0.80909397859545,,,0
RN114,,,,,0.197309470333907,,,,,0.707488619233994,0
RN126,,,,,0.192866745166434,,,,,0.602205593894643,0
RN141,,,,,0.0385627379481492,,,,,0.833641115624617,0
RNASE1,0.0131168029303872,,,,,0.9962090509916655,,,,,0
RNASE2,-0.215662657920952,,,,,0.9962090509916655,,,,,0
RNASE4,-0.0096134812137407,,,,,0.9962090509916655,,,,,0
RNASE6,-0.0314955932532257,,,,,0.9962090509916655,,,,,0
RNASET2,-0.159420515920324,,,,,0.5167761151261387,,,,,0
RNBP6,,,,,0.0376161720548852,,,,,0.935599856115775,0
RNF114,,,-0.25854067295997,,,,,0.882632452293318,,,0
RNF126,,,0.0278383815030004,,,,,0.883992112997446,,,0
RNF13,0.0142528342846813,,,,,0.9962090509916655,,,,,0
RNF141,,,0.0802264064629832,,,,,0.787332836683612,,,0
RNF31,,,-0.0837238735607946,,0.139090051329063,,,0.709407417828663,,0.550027469420458,0
RNF34,,,-0.105213930981402,,-0.0451386044740629,,,0.811761358943371,,0.944203685191375,0
RNF7,,,-0.236196549637549,,,,,0.626015749122826,,,0
RNH1,-0.0410254451963628,-0.161331846005651,-0.228391037013824,0.182775488382677,,0.9962090509916655,0.745282815233173,0.189433865565256,0.350368729879764,,0
RNPEP,,,1.33370678717239,,,,,,,,0
RO60,,,-0.0251064704348272,,-0.0769836169496954,,,0.954573453074399,,0.854174688718638,0
ROA0,,,,,0.290800742690888,,,,,0.152530840280111,0
ROA1,,,,,0.0120113236015678,,,,,0.949534009443107,0
ROA2,,,,,0.0803834817757498,,,,,0.642375754369585,0
ROA3,,,,,0.0236092291433332,,,,,0.946117362299694,0
ROBO1,0.0422055062203768,,,,,0.9962090509916655,,,,,0
ROBO2,-0.0531058072601489,,-0.377890677124883,,-0.392071706583027,0.9962090509916655,,0.408485334507982,,0.705174681121398,0
ROBO4,-0.0439379594542757,,,,,0.9962090509916655,,,,,0
ROCK1,,,0.336325044750474,,0.0440138546580817,,,0.74961568961759,,0.941165853165346,0
ROCK2,,,-0.180092410611468,,-0.178935503204845,,,0.532043487620776,,0.778934649674946,0
ROGDI,,,-0.161770850641426,,-0.109807790008862,,,0.669359033898598,,0.914516004525701,0
ROR1,-0.0655249153695454,,,,,0.9962090509916655,,,,,0
RP3A,,,,,0.212130582269075,,,,,0.574911703082726,0
RPA1,,,0.745838691717045,,,,,0.432783751767358,,,0
RPA2,,,-0.101475423414511,,,,,0.831694248002379,,,0
RPA3,,-0.0491252702988998,-0.231861225257592,-0.554947000583438,,,0.966063819991096,0.273604354814231,0.267877454111169,,0
RPB2,,,,,0.304098951081154,,,,,0.531895844479159,0
RPB3,,,,,0.451692135567499,,,,,0.227055498209232,0
RPB9,,,,,0.348230596620489,,,,,0.47368320740561,0
RPGF2,,,,,0.0338391173986406,,,,,0.975671484997715,0
RPGF4,,,,,0.0835193351278953,,,,,0.916417165742953,0
RPGP1,,,,,-0.177740987433731,,,,,0.691257886996513,0
RPGP2,,,,,-0.172634147149156,,,,,0.671738063316832,0
RPH3A,,0.218295959488461,0.0683584865505042,,,,0.588790386309681,0.630994202636965,,,0
RPL10,,,-0.136724234604956,,,,,0.626197739641674,,,0
RPL10A,,,0.0312636787189071,,,,,0.876575666766215,,,0
RPL11,,,0.18241226001422,,,,,0.45616472433614,,,0
RPL12,,0.131398884880004,0.0997008894658711,-0.322659411763774,,,0.864292615571399,0.66768833493721,0.43057607305206,,0
RPL13,,-0.239521830559465,-0.115619457284137,-0.240650086434987,,,0.810691789954826,0.539228321305422,0.65589518867301,,0
RPL13A,,-0.0171678651782165,,0.1819179040097,,,0.991510281820983,,0.561929615065762,,0
RPL14,,,-0.19099101232338,,,,,0.546387463718318,,,0
RPL15,,0.0431171477480761,0.169698848717836,0.05302583150125,,,0.976188593962704,0.447975359362366,0.933945257015957,,0
RPL17,,,-0.033912147206449,,,,,0.86560173640637,,,0
RPL18,,0.217850970147266,0.223330451931732,0.0558251781308401,,,0.680473772495295,0.273604354814231,0.852486895043539,,0
RPL18A,,-0.0618382331374327,-0.030267012842457,0.212900599420328,,,0.957253659246445,0.966263864172868,0.464581906977224,,0
RPL19,,0.172120748470178,0.0434714375216999,-0.106736553659934,,,0.881358411595617,0.824360424047121,0.727275179660839,,0
RPL21,,0.1656014717536,-0.186412647476708,-0.192451320327366,,,0.791954408803169,0.511505608256277,0.627300920141338,,0
RPL23,,0.114471372964264,-0.0206631000893734,0.259790507006826,,,0.791954408803169,0.92303214398951,0.32065489963306,,0
RPL23A,,,-0.444531548415177,,,,,0.417297544377453,,,0
RPL24,,,0.0151631666074418,,,,,0.970455626848985,,,0
RPL26L1,,,-0.214225098638892,,,,,0.564835547333375,,,0
RPL27,,,0.158496826355181,,,,,0.547456815692458,,,0
RPL27A,,-0.157629349237163,-0.0607214443221216,-0.122707543661472,,,0.905695124708131,0.781778115746095,0.749776486075513,,0
RPL28,,-0.147413330043941,-0.0990593940110365,0.164620697143144,,,0.791954408803169,0.725038193997668,0.477018104239259,,0
RPL3,,0.269647623605091,0.0336477503580906,-0.219356550939615,,,0.726223045779288,0.867129877048484,0.862312751738072,,0
RPL30,,,0.0937382489739543,,,,,0.691866215717996,,,0
RPL32,,0.279411306503303,0.0297269655414624,0.248573319383409,,,0.336290380030869,0.896205292124144,0.457080612345982,,0
RPL35,,,-0.148247767593295,,,,,0.300339511499474,,,0
RPL38,,,0.0210046360969642,,,,,0.881384344495801,,,0
RPL4,,0.146716221090344,0.0392001066704972,-0.222516548528156,,,0.71394501240754,0.849469863171337,0.610914889865602,,0
RPL5,,,0.178118699459999,,,,,0.413719042958086,,,0
RPL6,,0.226116478495415,0.0179254999470443,-0.116342262062809,,,0.746600854312262,0.95150789134656,0.790720403152313,,0
RPL7,,0.229388776795925,-0.0334009867535082,0.131142893308246,,,0.721252374914819,0.837924795668344,0.781619996178173,,0
RPL7A,,0.0665676940033045,0.121662646031318,-0.453366483017915,,,0.97541674836318,0.596414488890998,0.545780169874931,,0
RPL7L1,,,-0.230824209387193,,,,,0.532043487620776,,,0
RPL8,,0.131899233863567,0.123320874866381,0.242589021131115,,,0.841668577080085,0.517345577346101,0.713547711602461,,0
RPL9,,,-0.122982838562836,,,,,0.777183846041102,,,0
RPLP0,,0.205483356535175,0.0214876569267713,0.288737462916435,,,0.527083132768594,0.951976352046858,0.205879498077081,,0
RPLP1,,,0.0757003766177583,,,,,0.83374194397451,,,0
RPLP2,,0.313617358094306,0.235762328707327,-0.441429472250658,,,0.565365089979021,0.282648157976565,0.32065489963306,,0
RPN1,,,0.126091074944643,,0.0752428124978053,,,0.795688757500351,,0.770073607974799,0
RPN2,-0.114469800676618,,0.297358884021412,,-0.0164149352577332,0.9962090509916655,,0.360462091331239,,0.961823981840594,0
RPR1B,,,,,0.141801122844305,,,,,0.642375754369585,0
RPRD1B,,,0.0901653421480197,,,,,0.749870218847147,,,0
RPS10,,0.339283268019009,0.268305217768218,-0.125777110397507,,,0.374415076908856,0.433164222150697,0.660770603699427,,0
RPS11,,0.0477067312547803,0.0856731141691519,-0.36993472003997,,,0.97541674836318,0.600516360919167,0.534831711584163,,0
RPS12,,,0.173265628137856,,,,,0.404442220476155,,,0
RPS13,,,0.0181150490872124,,,,,0.899577282272039,,,0
RPS14,,,0.110741014713162,,,,,0.655459614116177,,,0
RPS15,,,-0.0840548835275727,,,,,0.705579997619748,,,0
RPS15A,,0.194197972860866,-0.0562918922812884,0.0762280337183264,,,0.767800437041091,0.808664694147913,0.737165080684815,,0
RPS16,,-0.118228209483954,-0.0529205391055144,0.00289231749561475,,,0.903693802058521,0.876575666766215,0.98416665725814,,0
RPS17,,,-0.068854778629785,,,,,0.735373841965106,,,0
RPS18,,,-0.0862112522713928,,,,,0.552593097836941,,,0
RPS19,,,0.150078354032487,,,,,0.615521858873449,,,0
RPS2,,-0.0407097067530485,-0.00431714960707175,-0.104573691395152,,,0.982834224779866,0.987248320934852,0.771923966137491,,0
RPS21,,,0.173595477575444,,,,,0.462286633953046,,,0
RPS23,,,-0.0385170461591259,,,,,0.931991640665227,,,0
RPS24,,0.102786990019415,-0.107347170220988,0.0808691383414079,,,0.890406590090763,0.67544032367635,0.753419607314958,,0
RPS26,,,0.0587564608150005,,,,,0.809515810138174,,,0
RPS27A,-0.0188994540354308,-0.189531941606213,-0.143781194690893,0.0930490082357458,,0.9962090509916655,0.791954408803169,0.300339511499474,0.834527010266291,,0
RPS27L,,,-0.0889253832585661,,,,,0.927181414352842,,,0
RPS3,,0.233831258256792,-0.101078463410035,0.154853737164469,,,0.677443610704883,0.632971739486298,0.569068669948349,,0
RPS3A,,,-0.0396686615324888,,,,,0.779881725930839,,,0
RPS4X,,,0.0238969197638342,,,,,0.928321616603423,,,0
RPS5,,,0.0336284924114213,,,,,0.951870166852905,,,0
RPS6,,0.191072608320379,-0.108937676064765,-0.262181045163076,,,0.802656131262148,0.690326291680563,0.521850663091527,,0
RPS6KA1,,,-0.118701279177698,,,,,0.360462091331239,,,0
RPS6KA2,,-0.202472438423701,-0.132728330407607,0.202694074337983,,,0.707162785135991,0.345260263524672,0.527095814189348,,0
RPS6KA3,,,0.180567657786352,,,,,0.650669935062881,,,0
RPS6KA5,,0.17255032937273,0.38202474539415,-0.18278423623683,,,0.829573181133702,0.45616472433614,0.543382025181167,,0
RPS6KB1,,,-0.0647331454135933,,,,,0.707459551673497,,,0
RPS6KC1,,,-0.0292601664468571,,,,,0.876575666766215,,,0
RPS7,,0.208881470749167,-0.0561088191276469,0.0221789569616739,,,0.667663070626766,0.898600466353548,0.971154577401483,,0
RPS8,,-0.132526089711872,-0.0328750595690069,-0.0755024779003763,,,0.880452023886478,0.858850945480907,0.854399562635785,,0
RPS9,,-0.250582277532743,-0.013579238872138,-0.139429510654315,,,0.694466957785862,0.947394667363997,0.749776486075513,,0
RPSA,,,0.171266448459688,,,,,0.395428028631617,,,0
RPTOR,,-0.13922329922407,-0.0257198493853993,-1.532601281056,0.0196341103480586,,0.6905895592221,0.945542636329466,,0.946117362299694,0
RRAGA,,-0.131319807050658,0.0165082160129721,0.290742958409535,-0.0231812476952597,,0.802896529822386,0.955685577448304,0.530422764334171,0.946117362299694,0
RRAGC,,,0.253155135109627,,0.405105302279979,,,0.404442220476155,,0.271146175287841,0
RRAS,,-0.0625690969981727,0.122113744561443,-0.118217045044997,0.319438583147492,,0.885310942499802,0.492061665224885,0.7425255275195,0.336234679661912,0
RRAS2,,,-0.00419264561094546,,0.20924112480034,,,0.977341824985197,,0.102216500368802,0
RRM2B,,,-0.187306478373085,,,,,0.762539241341547,,,0
RS10,,,,,0.219595513736681,,,,,0.635535627917213,0
RS11,,,,,0.478587415758948,,,,,0.000816902254604597,1
RS12,,,,,0.0746761558892501,,,,,0.794525065189478,0
RS13,,,,,0.18886745092079,,,,,0.113570782829313,0
RS14,,,,,-0.256983686498486,,,,,0.625001650941089,0
RS15,,,,,0.152623528511244,,,,,0.455062325658473,0
RS15A,,,,,0.029579574368978,,,,,0.931467356385182,0
RS16,,,,,0.323637025132655,,,,,0.293670949502173,0
RS17,,,,,-0.0525568955921735,,,,,0.921210535962625,0
RS18,,,,,-0.0678459530369955,,,,,0.837808215689765,0
RS19,,,,,0.0350434169351075,,,,,0.954063149360048,0
RS2,,,,,0.166713958943484,,,,,0.234096653008846,0
RS21,,,,,0.259265578867351,,,,,0.528789352107474,0
RS23,,,,,0.043664257658711,,,,,0.943897946596849,0
RS24,,,,,0.0187898128773323,,,,,0.947046869162563,0
RS26,,,,,0.142917260062437,,,,,0.363270449596491,0
RS27A,,,,,0.0944747254479514,,,,,0.451543552263187,0
RS27L,,,,,-0.812429298797179,,,,,0.435523533010583,0
RS3,,,,,0.259258234872792,,,,,0.169652501193834,0
RS3A,,,,,0.155596624159636,,,,,0.494430135354903,0
RS4X,,,,,0.0549339380818534,,,,,0.777292530367292,0
RS5,,,,,0.193922332247454,,,,,0.494430135354903,0
RS6,,,,,0.178307946947411,,,,,0.677621059970476,0
RS7,,,,,0.215246319452666,,,,,0.661635240670402,0
RS8,,,,,0.0747636533861361,,,,,0.661635240670402,0
RS9,,,,,0.17896273442329,,,,,0.357948649142824,0
RSL1D1,,,0.153540923512141,,,,,0.650669935062881,,,0
RSMB,,,,,0.0597019856572674,,,,,0.931171757675167,0
RSSA,,,,,0.194161898624254,,,,,0.420639618166727,0
RSU1,,,0.0406521052230838,,0.0339740146441997,,,0.851260091121112,,0.861031841856395,0
RT05,,,,,-0.425685165181258,,,,,0.530521704597912,0
RT07,,,,,0.197072881617128,,,,,0.835929439375556,0
RT16,,,,,0.135621590322147,,,,,0.908117963892019,0
RT22,,,,,0.42255106390031,,,,,0.392802745884601,0
RT25,,,,,-0.068447154231242,,,,,0.861031841856395,0
RT27,,,,,0.157049359022316,,,,,0.632892219766224,0
RT28,,,,,-0.373646760586915,,,,,0.357948649142824,0
RT35,,,,,-0.0335731936034556,,,,,0.960429295023711,0
RT36,,,,,0.125777986907967,,,,,0.930473737785054,0
RTBDN,0.150244634978627,,,,,0.8594233613504055,,,,,0
